timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
7203508082164,-0.23989868,0.034698486,9.610947,0.0018463135,0.002105713,-3.6621094E-4,
7203513117565,-0.22538757,0.060699463,9.60408,9.3078613E-4,0.0019378662,-3.6621094E-4,
7203518152965,-0.23930359,0.06539917,9.660019,0.0,0.0,0.0,0.0,0.0,0.0,
7203523188365,-0.2349701,0.037765503,9.641403,0.0019989014,0.0016784668,5.0354004E-4,0.0,0.0,0.0,
7203528223766,-0.23840332,0.05911255,9.626801,0.0017547607,-3.0517578E-5,-3.6621094E-4,0.0,0.0,0.0,
7203533259166,-0.2519989,0.07472229,9.565765,9.3078613E-4,-3.0517578E-5,-3.6621094E-4,0.0,0.0,0.0,
7203538294567,-0.2443695,0.07949829,9.637817,9.3078613E-4,2.4414063E-4,-6.4086914E-4,-13.685608,19.53888,-46.463013,
7203543329967,-0.23831177,0.07925415,9.627899,6.2561035E-4,4.4250488E-4,-0.0014343262,-13.685608,19.53888,-46.463013,
7203548365367,-0.23078918,0.06869507,9.665909,-1.373291E-4,-0.0013885498,-0.0011444092,-13.685608,19.53888,-46.463013,
7203553400768,-0.23072815,0.056549072,9.673019,-1.373291E-4,-0.0018157959,-7.171631E-4,-13.685608,19.53888,-46.463013,
7203558436168,-0.2168274,0.059188843,9.616623,2.4414063E-4,-7.171631E-4,-0.0018157959,-13.749695,19.450378,-46.621704,
7203563471569,-0.23487854,0.082611084,9.60881,9.3078613E-4,-4.4250488E-4,-0.002090454,-13.749695,19.450378,-46.621704,
7203568506969,-0.23826599,0.061553955,9.630524,0.0013580322,-0.0010986328,-0.0014343262,-13.749695,19.450378,-46.621704,
7203573542369,-0.22479248,0.043029785,9.632156,0.0024261475,-0.0015411377,-0.0014343262,-13.749695,19.450378,-46.621704,
7203578577770,-0.22659302,0.07209778,9.574829,0.0026245117,-0.001739502,-9.918213E-4,-14.347839,18.338013,-48.512268,
7203583613170,-0.24403381,0.10421753,9.546799,0.0014801025,-0.0016174316,1.5258789E-4,-14.347839,18.338013,-48.512268,
7203588648570,-0.26716614,0.084625244,9.615997,0.0014648438,-0.0027160645,-3.6621094E-4,-14.347839,18.338013,-48.512268,
7203593683971,-0.24351501,0.06617737,9.680679,0.0019989014,-0.0021209717,-8.69751E-4,-14.347839,18.338013,-48.512268,
7203598719371,-0.22183228,0.06524658,9.678833,0.0019989014,-0.0016937256,-3.6621094E-4,-12.484741,18.338013,-47.302246,
7203603754772,-0.23286438,0.06954956,9.664658,0.0014190674,-0.002166748,-3.6621094E-4,-12.484741,18.338013,-47.302246,
7203608790172,-0.2400055,0.065078735,9.646484,9.3078613E-4,-9.765625E-4,-0.0015563965,-12.484741,18.338013,-47.302246,
7203613825572,-0.23857117,0.08099365,9.64859,9.3078613E-4,-0.0013580322,-0.0018310547,-12.484741,18.338013,-47.302246,
7203618860973,-0.22109985,0.071762085,9.621048,2.2888184E-4,-0.002166748,-0.0014343262,-12.535095,18.338013,-46.9635,
7203623896373,-0.2381897,0.07551575,9.617065,5.645752E-4,-0.0014648438,-0.0014343262,-12.535095,18.338013,-46.9635,
7203628931774,-0.25135803,0.07424927,9.6783905,0.001663208,-0.0018463135,6.1035156E-5,-12.535095,18.338013,-46.9635,
7203633967174,-0.2590027,0.05055237,9.697617,0.0019989014,-0.0014648438,-7.171631E-4,-12.535095,18.338013,-46.9635,
7203639002574,-0.24349976,0.035232544,9.601517,4.5776367E-4,-0.0010986328,-0.0014343262,-12.800598,18.481445,-45.487976,
7203644037975,-0.27355957,0.0630188,9.644226,-9.613037E-4,-0.0010986328,-6.1035156E-4,-12.800598,18.481445,-45.487976,
7203649073375,-0.23661804,0.057510376,9.669128,-0.0012054443,-0.0010986328,-0.0012054443,-12.800598,18.481445,-45.487976,
7203654108776,-0.20614624,0.086135864,9.658569,5.187988E-4,-0.0019683838,-0.0014343262,-12.800598,18.481445,-45.487976,
7203659144176,-0.22875977,0.03363037,9.697952,3.0517578E-5,-0.002166748,-0.0014343262,-12.65564,19.195557,-48.139954,
7203664179576,-0.25003052,0.049850464,9.577713,-1.373291E-4,-0.002166748,-0.0022735596,-12.65564,19.195557,-48.139954,
7203669214977,-0.25863647,0.05656433,9.603912,7.9345703E-4,-0.002166748,-0.0025024414,-12.65564,19.195557,-48.139954,
7203674250377,-0.23490906,0.07009888,9.659576,9.3078613E-4,-0.0031433105,-5.645752E-4,-12.65564,19.195557,-48.139954,
7203679285778,-0.2467804,0.0642395,9.656494,0.0019226074,-0.0032348633,-0.0013580322,-12.693787,18.937683,-47.9599,
7203684321178,-0.23104858,0.08728027,9.672531,9.765625E-4,-0.0022277832,-0.0014343262,-12.693787,18.937683,-47.9599,
7203689356578,-0.2263031,0.016815186,9.63739,-1.2207031E-4,-0.002166748,-0.0014343262,-12.693787,18.937683,-47.9599,
7203694391979,-0.25424194,0.051651,9.598663,8.544922E-4,-0.002166748,-0.0014343262,-12.910461,17.99469,-47.221375,
7203699427379,-0.24395752,0.04408264,9.659225,-1.0681152E-4,-0.0011444092,-3.6621094E-4,-12.910461,17.99469,-47.221375,
7203704462779,-0.22703552,0.109069824,9.630875,8.69751E-4,-0.0022277832,-3.0517578E-4,-12.910461,17.99469,-47.221375,
