timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
8053921773725,-0.8831787,1.5082397,9.011398,-0.40220642,0.077041626,-0.19204712,
8053926809125,-0.8596344,1.4969177,9.453842,0.0,0.0,0.0,0.0,0.0,0.0,
8053931844525,-0.83891296,1.5108337,9.847977,-0.39190674,-0.110809326,-0.12762451,0.0,0.0,0.0,
8053936879926,-0.7720337,1.5320892,10.237396,-0.3499756,-0.206604,-0.09901428,0.0,0.0,0.0,
8053941915326,-0.6839752,1.5334015,10.469177,-0.28562927,-0.30274963,-0.07376099,0.0,0.0,0.0,
8053946950727,-0.5698395,1.5628967,10.542496,-0.20578003,-0.3798523,-0.051254272,17.042542,-22.981262,-46.696472,
8053951986127,-0.4427948,1.6008148,10.506271,-0.12515259,-0.4249115,-0.030838013,17.042542,-22.981262,-46.696472,
8053957021527,-0.29522705,1.6530457,10.525314,-0.05317688,-0.44158936,-0.01576233,17.042542,-22.981262,-46.696472,
8053962056928,-0.20280457,1.7217102,10.41246,1.5258789E-5,-0.43232727,-0.0073547363,17.042542,-22.981262,-46.696472,
8053967092328,-0.18074036,1.7626495,10.265701,0.0332489,-0.39883423,-0.0048828125,17.385864,-22.398376,-47.373962,
8053972127729,-0.17501831,1.758728,10.013504,0.051971436,-0.3382721,-0.007019043,17.385864,-22.398376,-47.373962,
8053977163129,-0.22473145,1.7465363,9.848373,0.04899597,-0.2582245,-0.010345459,17.385864,-22.398376,-47.373962,
8053982198529,-0.2800598,1.7424469,9.723907,0.02810669,-0.16807556,-0.012741089,17.385864,-22.398376,-47.373962,
8053987233930,-0.33137512,1.7545166,9.666809,-0.010513306,-0.07249451,-0.0149383545,17.61322,-22.398376,-47.595215,
8053992269330,-0.36558533,1.7702332,9.627258,-0.055603027,0.018676758,-0.016174316,17.61322,-22.398376,-47.595215,
8053997304731,-0.42549133,1.7578278,9.65741,-0.09609985,0.094192505,-0.014541626,17.61322,-22.398376,-47.595215,
8054002340131,-0.4374237,1.8215485,9.710388,-0.1352539,0.16459656,-0.013214111,17.61322,-22.398376,-47.595215,
8054007375531,-0.42860413,1.8254089,9.697159,-0.1605072,0.21446228,-0.01008606,17.738342,-21.520996,-47.473145,
8054012410932,-0.4001007,1.7736816,9.656677,-0.17114258,0.2429657,-0.0057678223,17.738342,-21.520996,-47.473145,
8054017446332,-0.41374207,1.7349701,9.5243225,-0.16722107,0.25224304,-0.0035247803,17.738342,-21.520996,-47.473145,
8054022481733,-0.39105225,1.7372437,9.447128,-0.16722107,0.25224304,-0.0035247803,17.738342,-21.520996,-47.473145,
8054027517133,-0.35739136,1.77388,9.475662,-0.1326294,0.23054504,0.0037841797,16.896057,-21.57898,-47.055054,
8054032552533,-0.29377747,1.8266754,9.355621,-0.10903931,0.20117188,0.008514404,16.896057,-21.57898,-47.055054,
8054037587934,-0.30464172,1.8654785,9.150391,-0.08392334,0.16690063,0.012863159,16.896057,-21.57898,-47.055054,
